SPEI12(t-6),SPEI12(t-7),SPEI12(t-8),SPEI12
0.332900595,0.612786582,0.599730706,0.695471501
-0.011680571,0.332900595,0.612786582,0.893172985
0.267832112,-0.011680571,0.332900595,0.810811812
0.265786186,0.267832112,-0.011680571,0.883122002
0.363847711,0.265786186,0.267832112,1.224310717
0.592141353,0.363847711,0.265786186,1.665812449
0.695471501,0.592141353,0.363847711,1.614184734
0.893172985,0.695471501,0.592141353,1.951345384
0.810811812,0.893172985,0.695471501,1.82767544
0.883122002,0.810811812,0.893172985,1.96142836
1.224310717,0.883122002,0.810811812,1.780566537
1.665812449,1.224310717,0.883122002,1.440303302
1.614184734,1.665812449,1.224310717,1.301633893
1.951345384,1.614184734,1.665812449,0.851787654
1.82767544,1.951345384,1.614184734,0.79954394
1.96142836,1.82767544,1.951345384,0.275875635
1.780566537,1.96142836,1.82767544,0.108849398
1.440303302,1.780566537,1.96142836,0.219608962
1.301633893,1.440303302,1.780566537,0.718100953
0.851787654,1.301633893,1.440303302,0.68905472
0.79954394,0.851787654,1.301633893,0.572837487
0.275875635,0.79954394,0.851787654,-0.025855665
0.108849398,0.275875635,0.79954394,0.919483804
0.219608962,0.108849398,0.275875635,1.147632136
0.718100953,0.219608962,0.108849398,1.426769743
0.68905472,0.718100953,0.219608962,1.641589776
0.572837487,0.68905472,0.718100953,2.030477675
-0.025855665,0.572837487,0.68905472,2.298466202
0.919483804,-0.025855665,0.572837487,2.063564285
1.147632136,0.919483804,-0.025855665,1.850462673
1.426769743,1.147632136,0.919483804,1.485665147
1.641589776,1.426769743,1.147632136,1.61279901
2.030477675,1.641589776,1.426769743,1.574419641
2.298466202,2.030477675,1.641589776,1.568501263
2.063564285,2.298466202,2.030477675,0.919946179
1.850462673,2.063564285,2.298466202,0.974092651
1.485665147,1.850462673,2.063564285,0.831090629
1.61279901,1.485665147,1.850462673,0.698469257
1.574419641,1.61279901,1.485665147,0.39003089
1.568501263,1.574419641,1.61279901,-0.145239397
0.919946179,1.568501263,1.574419641,-0.59247092
0.974092651,0.919946179,1.568501263,-0.539213001
0.831090629,0.974092651,0.919946179,-0.454801982
0.698469257,0.831090629,0.974092651,-1.216703009
0.39003089,0.698469257,0.831090629,-1.21818125
-0.145239397,0.39003089,0.698469257,-0.577454054
-0.59247092,-0.145239397,0.39003089,-0.452453951
-0.539213001,-0.59247092,-0.145239397,-0.805650782
-0.454801982,-0.539213001,-0.59247092,-1.264500825
-1.216703009,-0.454801982,-0.539213001,-1.148917803
-1.21818125,-1.216703009,-0.454801982,-1.240299633
-0.577454054,-1.21818125,-1.216703009,-1.064065191
-0.452453951,-0.577454054,-1.21818125,-0.646219407
-0.805650782,-0.452453951,-0.577454054,-0.437571496
-1.264500825,-0.805650782,-0.452453951,-0.299765991
-1.148917803,-1.264500825,-0.805650782,0.164396195
-1.240299633,-1.148917803,-1.264500825,-0.138175903
-1.064065191,-1.240299633,-1.148917803,-0.594726194
-0.646219407,-1.064065191,-1.240299633,-0.259994079
-0.437571496,-0.646219407,-1.064065191,-0.332886929
-0.299765991,-0.437571496,-0.646219407,0.187515215
0.164396195,-0.299765991,-0.437571496,0.090995384
-0.138175903,0.164396195,-0.299765991,0.338040929
-0.594726194,-0.138175903,0.164396195,-0.132207421
-0.259994079,-0.594726194,-0.138175903,-0.105513988
-0.332886929,-0.259994079,-0.594726194,-0.465350041
0.187515215,-0.332886929,-0.259994079,-0.503282607
0.090995384,0.187515215,-0.332886929,-0.520553269
0.338040929,0.090995384,0.187515215,-0.573847844
-0.132207421,0.338040929,0.090995384,-0.265132781
-0.105513988,-0.132207421,0.338040929,-0.941662869
-0.465350041,-0.105513988,-0.132207421,-1.023174094
-0.503282607,-0.465350041,-0.105513988,-0.82378199
-0.520553269,-0.503282607,-0.465350041,-0.363247251
-0.573847844,-0.520553269,-0.503282607,-0.384792711
-0.265132781,-0.573847844,-0.520553269,0.403673544
-0.941662869,-0.265132781,-0.573847844,0.25966834
-1.023174094,-0.941662869,-0.265132781,0.722495263
-0.82378199,-1.023174094,-0.941662869,0.746050339
-0.363247251,-0.82378199,-1.023174094,1.231855326
-0.384792711,-0.363247251,-0.82378199,1.381422578
0.403673544,-0.384792711,-0.363247251,1.155546961
0.25966834,0.403673544,-0.384792711,1.673843523
0.722495263,0.25966834,0.403673544,1.788380822
0.746050339,0.722495263,0.25966834,1.477324318
1.231855326,0.746050339,0.722495263,1.610682645
1.381422578,1.231855326,0.746050339,1.889239314
1.155546961,1.381422578,1.231855326,1.275986852
1.673843523,1.155546961,1.381422578,1.242196766
1.788380822,1.673843523,1.155546961,1.138177016
1.477324318,1.788380822,1.673843523,1.055718975
1.610682645,1.477324318,1.788380822,0.186049338
1.889239314,1.610682645,1.477324318,-0.232815952
1.275986852,1.889239314,1.610682645,-0.182090471
1.242196766,1.275986852,1.889239314,-0.779848563
1.138177016,1.242196766,1.275986852,-1.052207986
1.055718975,1.138177016,1.242196766,-0.887013586
0.186049338,1.055718975,1.138177016,-1.243559559
-0.232815952,0.186049338,1.055718975,-1.271606243
-0.182090471,-0.232815952,0.186049338,-1.309426912
-0.779848563,-0.182090471,-0.232815952,-1.175359438
-1.052207986,-0.779848563,-0.182090471,-1.4928914
-0.887013586,-1.052207986,-0.779848563,-1.820653266
-1.243559559,-0.887013586,-1.052207986,-1.427200726
-1.271606243,-1.243559559,-0.887013586,-0.335976543
-1.309426912,-1.271606243,-1.243559559,-0.399894367
-1.175359438,-1.309426912,-1.271606243,-0.382068692
-1.4928914,-1.175359438,-1.309426912,-0.360299993
-1.820653266,-1.4928914,-1.175359438,-0.166880633
-1.427200726,-1.820653266,-1.4928914,0.00172015
-0.335976543,-1.427200726,-1.820653266,-0.457692755
-0.399894367,-0.335976543,-1.427200726,0.898668987
-0.382068692,-0.399894367,-0.335976543,0.746829522
-0.360299993,-0.382068692,-0.399894367,0.612510243
-0.166880633,-0.360299993,-0.382068692,1.048162956
0.00172015,-0.166880633,-0.360299993,0.497693755
-0.457692755,0.00172015,-0.166880633,-0.364991454
0.898668987,-0.457692755,0.00172015,-0.651636198
0.746829522,0.898668987,-0.457692755,-0.485766066
0.612510243,0.746829522,0.898668987,-0.14078433
1.048162956,0.612510243,0.746829522,-0.010025831
0.497693755,1.048162956,0.612510243,-0.035255935
-0.364991454,0.497693755,1.048162956,0.245941563
-0.651636198,-0.364991454,0.497693755,-0.747636881
-0.485766066,-0.651636198,-0.364991454,-0.673922143
-0.14078433,-0.485766066,-0.651636198,0.104422091
-0.010025831,-0.14078433,-0.485766066,0.237963198
-0.035255935,-0.010025831,-0.14078433,0.550535496
0.245941563,-0.035255935,-0.010025831,0.536475625
-0.747636881,0.245941563,-0.035255935,0.933195928
-0.673922143,-0.747636881,0.245941563,1.027114547
0.104422091,-0.673922143,-0.747636881,0.890107209
0.237963198,0.104422091,-0.673922143,0.581002802
0.550535496,0.237963198,0.104422091,0.57552633
0.536475625,0.550535496,0.237963198,-0.003209887
0.933195928,0.536475625,0.550535496,-0.004468123
1.027114547,0.933195928,0.536475625,0.138602767
0.890107209,1.027114547,0.933195928,-0.083871725
0.581002802,0.890107209,1.027114547,-0.091472089
0.57552633,0.581002802,0.890107209,0.013144106
-0.003209887,0.57552633,0.581002802,0.275771785
-0.004468123,-0.003209887,0.57552633,0.112161443
0.138602767,-0.004468123,-0.003209887,0.212636561
-0.083871725,0.138602767,-0.004468123,-0.002983488
-0.091472089,-0.083871725,0.138602767,0.063122457
0.013144106,-0.091472089,-0.083871725,0.136026819
0.275771785,0.013144106,-0.091472089,0.145594124
0.112161443,0.275771785,0.013144106,0.780647681
0.212636561,0.112161443,0.275771785,0.910813593
-0.002983488,0.212636561,0.112161443,0.485116041
0.063122457,-0.002983488,0.212636561,0.479642135
0.136026819,0.063122457,-0.002983488,0.135737247
0.145594124,0.136026819,0.063122457,0.659596604
0.780647681,0.145594124,0.136026819,0.580536081
0.910813593,0.780647681,0.145594124,0.007011028
0.485116041,0.910813593,0.780647681,0.291928104
0.479642135,0.485116041,0.910813593,0.449665526
0.135737247,0.479642135,0.485116041,-0.194260322
0.659596604,0.135737247,0.479642135,-0.048437433
0.580536081,0.659596604,0.135737247,-0.811409041
0.007011028,0.580536081,0.659596604,-0.775064815
0.291928104,0.007011028,0.580536081,-0.689409972
0.449665526,0.291928104,0.007011028,-1.340088844
-0.194260322,0.449665526,0.291928104,-1.501234214
-0.048437433,-0.194260322,0.449665526,-1.854974929
-0.811409041,-0.048437433,-0.194260322,-1.646013443
-0.775064815,-0.811409041,-0.048437433,-1.279872987
-0.689409972,-0.775064815,-0.811409041,-1.418041089
-1.340088844,-0.689409972,-0.775064815,-1.729501885
-1.501234214,-1.340088844,-0.689409972,-1.685779983
-1.854974929,-1.501234214,-1.340088844,-1.594216256
-1.646013443,-1.854974929,-1.501234214,-1.518398541
-1.279872987,-1.646013443,-1.854974929,-1.625911154
-1.418041089,-1.279872987,-1.646013443,-1.377906953
-1.729501885,-1.418041089,-1.279872987,-0.934470658
-1.685779983,-1.729501885,-1.418041089,-0.569478104
-1.594216256,-1.685779983,-1.729501885,-0.562265014
-1.518398541,-1.594216256,-1.685779983,-1.020962735
-1.625911154,-1.518398541,-1.594216256,-0.591203495
-1.377906953,-1.625911154,-1.518398541,-0.318873275
-0.934470658,-1.377906953,-1.625911154,0.918731331
-0.569478104,-0.934470658,-1.377906953,0.939147744
-0.562265014,-0.569478104,-0.934470658,1.087109089
-1.020962735,-0.562265014,-0.569478104,1.473395943
-0.591203495,-1.020962735,-0.562265014,1.576416161
-0.318873275,-0.591203495,-1.020962735,1.269477924
0.918731331,-0.318873275,-0.591203495,1.064794722
0.939147744,0.918731331,-0.318873275,1.163742963
1.087109089,0.939147744,0.918731331,1.140985073
1.473395943,1.087109089,0.939147744,1.264965605
1.576416161,1.473395943,1.087109089,0.733692469
1.269477924,1.576416161,1.473395943,0.844336152
1.064794722,1.269477924,1.576416161,-0.3158931
1.163742963,1.064794722,1.269477924,-0.520260645
1.140985073,1.163742963,1.064794722,-0.508836844
1.264965605,1.140985073,1.163742963,-0.846755779
0.733692469,1.264965605,1.140985073,-0.75662861
0.844336152,0.733692469,1.264965605,-0.424597644
-0.3158931,0.844336152,0.733692469,0.073875436
-0.520260645,-0.3158931,0.844336152,0.311114821
-0.508836844,-0.520260645,-0.3158931,0.586458262
-0.846755779,-0.508836844,-0.520260645,0.905209331
-0.75662861,-0.846755779,-0.508836844,1.628785344
-0.424597644,-0.75662861,-0.846755779,1.262937792
0.073875436,-0.424597644,-0.75662861,1.53612777
0.311114821,0.073875436,-0.424597644,1.81486372
0.586458262,0.311114821,0.073875436,1.725104773
0.905209331,0.586458262,0.311114821,1.519371467
1.628785344,0.905209331,0.586458262,1.407562466
1.262937792,1.628785344,0.905209331,1.675113066
1.53612777,1.262937792,1.628785344,1.797719825
1.81486372,1.53612777,1.262937792,1.803671106
1.725104773,1.81486372,1.53612777,1.275976261
1.519371467,1.725104773,1.81486372,0.790836044
1.407562466,1.519371467,1.725104773,0.317900658
1.675113066,1.407562466,1.519371467,0.448915118
1.797719825,1.675113066,1.407562466,-0.106820085
1.803671106,1.797719825,1.675113066,0.094234861
1.275976261,1.803671106,1.797719825,-0.211598664
0.790836044,1.275976261,1.803671106,0.287988114
0.317900658,0.790836044,1.275976261,0.475939619
0.448915118,0.317900658,0.790836044,-0.318246816
-0.106820085,0.448915118,0.317900658,-1.134402276
0.094234861,-0.106820085,0.448915118,-1.576783225
-0.211598664,0.094234861,-0.106820085,-1.191859109
0.287988114,-0.211598664,0.094234861,-1.069433173
0.475939619,0.287988114,-0.211598664,-1.325009223
-0.318246816,0.475939619,0.287988114,-1.463893973
-1.134402276,-0.318246816,0.475939619,-1.469950222
-1.576783225,-1.134402276,-0.318246816,-0.956667634
-1.191859109,-1.576783225,-1.134402276,0.498545509
-1.069433173,-1.191859109,-1.576783225,0.254087867
-1.325009223,-1.069433173,-1.191859109,0.038082125
-1.463893973,-1.325009223,-1.069433173,0.354366622
-1.469950222,-1.463893973,-1.325009223,0.267717009
-0.956667634,-1.469950222,-1.463893973,0.903922989
0.498545509,-0.956667634,-1.469950222,0.740712269
0.254087867,0.498545509,-0.956667634,0.818278122
0.038082125,0.254087867,0.498545509,0.752839675
0.354366622,0.038082125,0.254087867,0.586370439
0.267717009,0.354366622,0.038082125,0.781356884
0.903922989,0.267717009,0.354366622,-0.214426523
0.740712269,0.903922989,0.267717009,-1.502069276
0.818278122,0.740712269,0.903922989,-1.675092235
0.752839675,0.818278122,0.740712269,-1.55486417
0.586370439,0.752839675,0.818278122,-1.383593958
0.781356884,0.586370439,0.752839675,-1.040682523
-0.214426523,0.781356884,0.586370439,-1.506566293
-1.502069276,-0.214426523,0.781356884,-1.392366755
-1.675092235,-1.502069276,-0.214426523,-1.228976527
-1.55486417,-1.675092235,-1.502069276,-1.127180714
-1.383593958,-1.55486417,-1.675092235,-0.720599411
-1.040682523,-1.383593958,-1.55486417,-0.496824613
-1.506566293,-1.040682523,-1.383593958,-0.059522441
-1.392366755,-1.506566293,-1.040682523,0.621236603
-1.228976527,-1.392366755,-1.506566293,0.736097208
-1.127180714,-1.228976527,-1.392366755,0.948181459
-0.720599411,-1.127180714,-1.228976527,0.802113781
-0.496824613,-0.720599411,-1.127180714,0.711714969
-0.059522441,-0.496824613,-0.720599411,1.123720257
0.621236603,-0.059522441,-0.496824613,1.35086842
0.736097208,0.621236603,-0.059522441,1.347349377
0.948181459,0.736097208,0.621236603,1.38735499
0.802113781,0.948181459,0.736097208,1.419194373
0.711714969,0.802113781,0.948181459,1.351839325
1.123720257,0.711714969,0.802113781,1.343488366
1.35086842,1.123720257,0.711714969,0.548634413
1.347349377,1.35086842,1.123720257,0.847372408
1.38735499,1.347349377,1.35086842,0.147157873
1.419194373,1.38735499,1.347349377,0.225767949
1.351839325,1.419194373,1.38735499,-0.003359082
1.343488366,1.351839325,1.419194373,-0.525318489
0.548634413,1.343488366,1.351839325,-0.965952753
0.847372408,0.548634413,1.343488366,-1.236974236
0.147157873,0.847372408,0.548634413,-1.302652399
0.225767949,0.147157873,0.847372408,-1.478130563
-0.003359082,0.225767949,0.147157873,-1.499304088
-0.525318489,-0.003359082,0.225767949,-1.725267292
-0.965952753,-0.525318489,-0.003359082,-1.258150621
-1.236974236,-0.965952753,-0.525318489,-1.128753258
-1.302652399,-1.236974236,-0.965952753,-0.679072699
-1.478130563,-1.302652399,-1.236974236,-1.196191873
-1.499304088,-1.478130563,-1.302652399,-0.465007035
-1.725267292,-1.499304088,-1.478130563,-0.6258767
-1.258150621,-1.725267292,-1.499304088,-0.116644374
-1.128753258,-1.258150621,-1.725267292,-0.313312989
-0.679072699,-1.128753258,-1.258150621,-0.459772595
-1.196191873,-0.679072699,-1.128753258,-0.375225814
-0.465007035,-1.196191873,-0.679072699,-0.640192532
-0.6258767,-0.465007035,-1.196191873,0.16327396
-0.116644374,-0.6258767,-0.465007035,-0.09773706
-0.313312989,-0.116644374,-0.6258767,-0.410111041
-0.459772595,-0.313312989,-0.116644374,-0.708873486
-0.375225814,-0.459772595,-0.313312989,-0.893809478
-0.640192532,-0.375225814,-0.459772595,-1.762084747
0.16327396,-0.640192532,-0.375225814,-0.894789316
-0.09773706,0.16327396,-0.640192532,-0.997317992
-0.410111041,-0.09773706,0.16327396,-0.354382339
-0.708873486,-0.410111041,-0.09773706,-0.189626087
